"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Biel, A.; Nilsson, A.","Biel, Anders (7004216437); Nilsson, Andreas (57188971726)","7004216437; 57188971726","Religious values and environmental concern: Harmony and detachment","2005","Social Science Quarterly","86","1","","178","191","94","10.1111/j.0038-4941.2005.00297.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-14844293499&doi=10.1111%2Fj.0038-4941.2005.00297.x&partnerID=40&md5=10a77c6269dd365d615ab5042c28af08","","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-14844293499"
"Bates, B.R.; Lynch, J.A.; Bevan, J.L.; Condit, C.M.","Bates, Benjamin R. (7102512682); Lynch, John A. (55724262800); Bevan, Jennifer L. (7201620523); Condit, Celeste Michelle (7006099572)","7102512682; 55724262800; 7201620523; 7006099572","Warranted concerns, warranted outlooks: A focus group study of public understandings of genetic research","2005","Social Science and Medicine","60","2","","331","344","128","10.1016/j.socscimed.2004.05.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-7544250377&doi=10.1016%2Fj.socscimed.2004.05.012&partnerID=40&md5=8d6181bcf1cf11ffd9e2e9efef7ec4f6","Elsevier Ltd","Article","Final","","Scopus","2-s2.0-7544250377"
"Vilella-Vila, M.; Costa-Font, J.; Mossialos, E.","Vilella-Vila, Marta (24280830700); Costa-Font, Joan I. (8293209700); Mossialos, Elias A. (7004354602)","24280830700; 8293209700; 7004354602","Consumer involvement and acceptance of biotechnology in the European Union: A specific focus on Spain and the UK","2005","International Journal of Consumer Studies","29","2","","108","118","38","10.1111/j.1470-6431.2004.00425.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-31144477380&doi=10.1111%2Fj.1470-6431.2004.00425.x&partnerID=40&md5=9bc416c011668c6742779b44bc95aff9","","Article","Final","","Scopus","2-s2.0-31144477380"
"Ponti, L.","Ponti, Luigi (15127556500)","15127556500","Transgenic crops and sustainable agriculture in the European context","2005","Bulletin of Science, Technology and Society","25","4","","289","305","10","10.1177/0270467605277292","https://www.scopus.com/inward/record.uri?eid=2-s2.0-28844471352&doi=10.1177%2F0270467605277292&partnerID=40&md5=f4add2bbeeada3f3b068984502703f3e","SAGE Publications Ltd","Review","Final","","Scopus","2-s2.0-28844471352"
"Sinclair, J.; Irani, T.","Sinclair, Janas (8093251300); Irani, Tracy A. (8959865100)","8093251300; 8959865100","Advocacy advertising for biotechnology: The effect of public accountability on corporate trust and attitude toward the ad","2005","Journal of Advertising","34","3","","59","73","54","10.1080/00913367.2005.10639203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27644530406&doi=10.1080%2F00913367.2005.10639203&partnerID=40&md5=f5b0b0096f1ce72eba7a92f2ccadbfb0","","Article","Final","","Scopus","2-s2.0-27644530406"
"Lusk, J.L.; Rozan, A.","Lusk, Jayson L. (7004997535); Rozan, Anne (6507752955)","7004997535; 6507752955","Consumer acceptance of biotechnology and the role of second generation technologies in the USA and Europe","2005","Trends in Biotechnology","23","8","","386","387","27","10.1016/j.tibtech.2005.05.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-22744445436&doi=10.1016%2Fj.tibtech.2005.05.012&partnerID=40&md5=ca9f894a4730ba9573968551ad99d327","Elsevier Ltd","Letter","Final","","Scopus","2-s2.0-22744445436"
"Finucane, M.L.; Satterfield, T.A.","Finucane, Melissa L. (7004617663); Satterfield, Terre A. (35616449900)","7004617663; 35616449900","Risk as narrative value: A theoretical framework for facilitating the biotechnology debate","2005","International Journal of Biotechnology","7","1-3","","128","146","21","10.1504/IJBT.2005.006450","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17244378766&doi=10.1504%2FIJBT.2005.006450&partnerID=40&md5=330da048add6444e7ba7801b2f6859c2","Inderscience Publishers","Review","Final","","Scopus","2-s2.0-17244378766"
"Cuite, C.L.; Aquino, H.L.; Hallman, W.K.","Cuite, Cara L. (7801359576); Aquino, Helen L. (57744684100); Hallman, William K. (6603575653)","7801359576; 57744684100; 6603575653","An empirical investigation of the role of knowledge in public opinion about GM food","2005","International Journal of Biotechnology","7","1-3","","178","194","29","10.1504/IJBT.2005.006453","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17244371700&doi=10.1504%2FIJBT.2005.006453&partnerID=40&md5=1d3d38d757861a3e10926260f5174dbc","Inderscience Publishers","Review","Final","","Scopus","2-s2.0-17244371700"
"Kalaitzandonakes, N.; Marks, L.A.; Vickner, S.S.","Kalaitzandonakes, Nicholas G. (6603609207); Marks, Leonie A. (7201663815); Vickner, Steven S. (6506378799)","6603609207; 7201663815; 6506378799","Sentiments and acts towards genetically modified foods","2005","International Journal of Biotechnology","7","1-3","","161","177","21","10.1504/IJBT.2005.006452","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17244367020&doi=10.1504%2FIJBT.2005.006452&partnerID=40&md5=6dd337a02ff29f769b8b12ad83d2d2a4","Inderscience Publishers","Review","Final","","Scopus","2-s2.0-17244367020"
"Gaskell, G.; Ten Eyck, T.T.; Jackson, J.; Veltri, G.","Gaskell, George D. (7004541030); Ten Eyck, Toby A. (6603046147); Jackson, Jonathan (7404117113); Veltri, Giuseppe Alessandro (57189257896)","7004541030; 6603046147; 7404117113; 57189257896","Imagining nanotechnology: Cultural support for technological innovation in Europe and the United States","2005","Public Understanding of Science","14","1","","81","90","186","10.1177/0963662505048949","https://www.scopus.com/inward/record.uri?eid=2-s2.0-11844272632&doi=10.1177%2F0963662505048949&partnerID=40&md5=07f509e900100461f1c42e178173de8e","","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-11844272632"
"Wes Harrison, R.W.; Boccaletti, S.; House, L.A.","Wes Harrison, Robert Wesley (57217263514); Boccaletti, Stefano (7006291912); House, Lisa A. (7004693986)","57217263514; 7006291912; 7004693986","Risk perceptions of urban Italian and United States consumers for genetically modified foods","2004","AgBioForum","7","4","","195","201","40","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-25444485423&partnerID=40&md5=cbb3222bbdba7f440b0b4ebcb45d72ac","","Article","Final","","Scopus","2-s2.0-25444485423"
"House, L.A.; Lusk, J.L.; Jaeger, S.R.; Traill, W.B.; Moore, M.; Valli, C.; Morrow, B.; Yee, W.M.S.","House, Lisa A. (7004693986); Lusk, Jayson L. (7004997535); Jaeger, Sara R. (7005928897); Traill, W. Bruce (54883852700); Moore, Melissa L. (9434128000); Valli, Carlotta (7003263990); Morrow, Bert (8631296500); Yee, Wallace M.S. (8370714800)","7004693986; 7004997535; 7005928897; 54883852700; 9434128000; 7003263990; 8631296500; 8370714800","Objective and subjective knowledge: Impacts on consumer demand for genetically modified foods in the United States and the European Union","2004","AgBioForum","7","3","","113","123","181","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17644390911&partnerID=40&md5=c5a918be62bb80291aa0ea0b027f9c44","","Review","Final","","Scopus","2-s2.0-17644390911"
"Fritz, S.; Husmann, D.; Wingenbach, G.; Rutherford, T.; Egger, V.; Wadhwa, P.","Fritz, Susan M. (7102364784); Husmann, Dann (16637088600); Wingenbach, Gary J. (6505809762); Rutherford, Tracy A. (12040601300); Egger, Valerie (6506417182); Wadhwa, Preeti (16641186100)","7102364784; 16637088600; 6505809762; 12040601300; 6506417182; 16641186100","Awareness and acceptance of biotechnology issues among youth, undergraduates, and adults","2004","AgBioForum","6","4","5","178","184","16","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-13744255670&partnerID=40&md5=6ef4ebae1497a132ae6c49d61f53311b","","Article","Final","","Scopus","2-s2.0-13744255670"
"Onyango, B.M.; Nayga, R.M.","Onyango, Benjamin Moranga (57194905602); Nayga, Rodolfo M. (7003839193)","57194905602; 7003839193","Consumer acceptance of nutritionally enhanced genetically modified food: Relevance of gene transfer technology","2004","Journal of Agricultural and Resource Economics","29","3","","567","583","48","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-13244265881&partnerID=40&md5=8449a0fe9c43ac8794bbabd3ab387c56","","Article","Final","","Scopus","2-s2.0-13244265881"
"Kalaitzandonakes, N.; Marks, L.A.; Vickner, S.S.","Kalaitzandonakes, Nicholas G. (6603609207); Marks, Leonie A. (7201663815); Vickner, Steven S. (6506378799)","6603609207; 7201663815; 6506378799","Media coverage of biotech foods and influence on consumer choice","2004","American Journal of Agricultural Economics","86","5","","1238","1246","78","10.1111/j.0002-9092.2004.00671.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-10944265048&doi=10.1111%2Fj.0002-9092.2004.00671.x&partnerID=40&md5=5e22c77e39f69caa65a160741a3cc2e7","","Article","Final","","Scopus","2-s2.0-10944265048"
"Heiman, A.; Jin, Y.; Graff, G.D.; Zilberman, D.","Heiman, Amir (7007018227); Jin, Yanhong (16028699000); Graff, Gregory (56228855700); Zilberman, David D. (35578894000)","7007018227; 16028699000; 56228855700; 35578894000","Information, consumers, and GMF: A comment","2004","American Journal of Agricultural Economics","86","5","","1247","1248","0","10.1111/j.0002-9092.2004.00672.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-10944250151&doi=10.1111%2Fj.0002-9092.2004.00672.x&partnerID=40&md5=83efb3938ae1478abe512f1784e90587","","Note","Final","","Scopus","2-s2.0-10944250151"
"Besley, J.C.; Shanahan, J.","Besley, John C. (8502938900); Shanahan, James E. (7006499033)","8502938900; 7006499033","Skepticism about media effects of concerning the environment: Examining Lomborg's hypotheses","2004","Society and Natural Resources","17","10","","861","880","31","10.1080/08941920490505266","https://www.scopus.com/inward/record.uri?eid=2-s2.0-8644291548&doi=10.1080%2F08941920490505266&partnerID=40&md5=cb35a6731d37c3a231eb75c45c569514","","Article","Final","","Scopus","2-s2.0-8644291548"
"Željěžić, D.","Željěžić, Davor (6603018137)","6603018137","Genetically modified organisms in food - Production, detection and risks; Genetički preinačeni organizmi u hrami - Proizvodnja, detekcija I moguće opasnosti","2004","Arhiv za Higijenu Rada i Toksikologiju","55","4","","301","312","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-16544368517&partnerID=40&md5=fd4cb99befa6f991a3ad43455d38684b","","Review","Final","","Scopus","2-s2.0-16544368517"
"Townsend, E.; Campbell, S.","Townsend, Ellen A. (8126671400); Campbell, Scott (56967505000)","8126671400; 56967505000","Psychological determinants of willingness to taste and purchase genetically modified food","2004","Risk Analysis","24","5","","1385","1393","69","10.1111/j.0272-4332.2004.00533.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-8844250095&doi=10.1111%2Fj.0272-4332.2004.00533.x&partnerID=40&md5=f40ffb1dd800b8d7a445a86e20241391","","Review","Final","","Scopus","2-s2.0-8844250095"
"Savadori, L.; Savio, S.; Nicotra, E.; Rumiati, R.; Finucane, M.L.; Slovic, P.","Savadori, Lucia (6507663585); Savio, Stefania (7004161339); Nicotra, Eraldo Francesco (6506948392); Rumiati, Rino (7004397407); Finucane, Melissa L. (7004617663); Slovic, Paul (7007111080)","6507663585; 7004161339; 6506948392; 7004397407; 7004617663; 7007111080","Expert and public perception of risk from biotechnology","2004","Risk Analysis","24","5","","1289","1299","273","10.1111/j.0272-4332.2004.00526.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-8844247160&doi=10.1111%2Fj.0272-4332.2004.00526.x&partnerID=40&md5=c753101fcf06d459e2b481e29b3a273a","","Review","Final","","Scopus","2-s2.0-8844247160"
"Townsend, E.; Clarke, D.D.; Travis, B.","Townsend, Ellen A. (8126671400); Clarke, David D. (55683142500); Travis, Betsy (7005097784)","8126671400; 55683142500; 7005097784","Effects of context and feelings on perceptions of genetically modified food","2004","Risk Analysis","24","5","","1369","1384","35","10.1111/j.0272-4332.2004.00532.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-8844230326&doi=10.1111%2Fj.0272-4332.2004.00532.x&partnerID=40&md5=f31dc279c45e701b034955489477752e","","Review","Final","","Scopus","2-s2.0-8844230326"
"Cook, G.","Cook, Guy (59810554500)","59810554500","Genetically modified language: The discourse of arguments for GM crops and food","2004","","","","","1","162","82","10.4324/9780203561232","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909375234&doi=10.4324%2F9780203561232&partnerID=40&md5=b9acdb641fcb576e9a1051a13f8a1ebc","Routledge Taylor & Francis Group","Book","Final","","Scopus","2-s2.0-84909375234"
"Rommens, C.M.","Rommens, Caius M.T. (7004126350)","7004126350","All-native DNA transformation: A new approach to plant genetic engineering","2004","Trends in Plant Science","9","9","","457","464","97","10.1016/j.tplants.2004.07.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4444316293&doi=10.1016%2Fj.tplants.2004.07.001&partnerID=40&md5=b5f27341cdcc13cac685190ccbf50d45","","Review","Final","","Scopus","2-s2.0-4444316293"
"Cobb, M.D.; MacOubrie, J.","Cobb, Michael D. (10042654800); MacOubrie, Jane (6505612826)","10042654800; 6505612826","Public perceptions about nanotechnology: Risks, benefits and trust","2004","Journal of Nanoparticle Research","6","4","","395","405","445","10.1007/s11051-004-3394-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-8844244717&doi=10.1007%2Fs11051-004-3394-4&partnerID=40&md5=f8dcc350b1b65d89c64773896923d243","","Article","Final","","Scopus","2-s2.0-8844244717"
"Bailey, C.; Sinclair, P.R.; Dubois, M.R.","Bailey, Conner (7402066397); Sinclair, Peter R. (7102305077); Dubois, Mark R. (7201680274)","7402066397; 7102305077; 7201680274","Policy reviews and essays: Future forests: Forecasting social and ecological consequences of genetic engineering","2004","Society and Natural Resources","17","7","","641","650","3","10.1080/08941920490466639","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3543025112&doi=10.1080%2F08941920490466639&partnerID=40&md5=2dc6622f6fa1db4f4aa2a6b47d4969e0","","Article","Final","","Scopus","2-s2.0-3543025112"
"Pardo, R.; Calvo, F.","Pardo, Rafael (7006813337); Calvo, Félix (12806207900)","7006813337; 12806207900","The cognitive dimension of public perceptions of science: Methodological issues","2004","Public Understanding of Science","13","3","","203","227","65","10.1177/0963662504045002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4043167692&doi=10.1177%2F0963662504045002&partnerID=40&md5=1e51410e6f53cbecae684f15b55cf293","","Review","Final","","Scopus","2-s2.0-4043167692"
"Rho, J.K.; Lee, T.; Jung, S.-I.; Kim, T.-S.; Park, Y.-H.; Kim, Y.-M.","Rho, Jae-kyun (7102472912); Lee, Theresa Yun (7501437123); Jung, Soon-il (37045331800); Kim, Taesan (36072072900); Park, Yong-hwan (56128594000); Kim, Young-mi (55763789872)","7102472912; 7501437123; 37045331800; 36072072900; 56128594000; 55763789872","Qualitative and quantitative PCR methods for detection of three lines of genetically modified potatoes","2004","Journal of Agricultural and Food Chemistry","52","11","","3269","3274","39","10.1021/jf0499020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2542466269&doi=10.1021%2Fjf0499020&partnerID=40&md5=045ce93cb32064365d3ed905ed0aa97c","","Article","Final","","Scopus","2-s2.0-2542466269"
"Moon, W.; Balasubramanian, S.","Moon, Wanki (7102861203); Balasubramanian, Siva K. (7201551100)","7102861203; 7201551100","Public attitudes toward agrobiotechnology: The mediating role of risk perceptions on the impact of trust, awareness, and outrage","2004","Review of Agricultural Economics","26","2","","186","208","116","10.1111/j.1467-9353.2004.00170.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23344442765&doi=10.1111%2Fj.1467-9353.2004.00170.x&partnerID=40&md5=0fbe8b08c0273088a413284b1aa9a436","","Review","Final","","Scopus","2-s2.0-23344442765"
"Soule, E.","Soule, Edward (7003830788)","7003830788","The precautionary principle and the regulation of U.S. food and drug safety","2004","Journal of Medicine and Philosophy (United Kingdom)","29","3","","333","350","16","10.1080/03605310490500536","https://www.scopus.com/inward/record.uri?eid=2-s2.0-10044232852&doi=10.1080%2F03605310490500536&partnerID=40&md5=2ce7f4297440fa0b165cb52c06cc3efb","","Review","Final","","Scopus","2-s2.0-10044232852"
"Sharp, R.R.; Yudell, M.A.; Wilson, S.H.","Sharp, Richard R. (7201356544); Yudell, Michael A. (6507199154); Wilson, Samuel H. (7404785291)","7201356544; 6507199154; 7404785291","Shaping science policy in the age of genomics","2004","Nature Reviews Genetics","5","4","","311","316","18","10.1038/nrg1320","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842532258&doi=10.1038%2Fnrg1320&partnerID=40&md5=7fc8b69eae49c7e9e8393a7d81f7436a","","Review","Final","","Scopus","2-s2.0-1842532258"
"Hossain, F.; Adelaja, A.; Hallman, W.K.; Onyango, B.M.; Schilling, B.","Hossain, Ferdaus (7003510388); Adelaja, Adesoji O. (6603471989); Hallman, William K. (6603575653); Onyango, Benjamin Moranga (57194905602); Schilling, Brian (57201608855)","7003510388; 6603471989; 6603575653; 57194905602; 57201608855","Consumer Acceptance of Food Biotechnology: Willingness to Buy Genetically Modified Food Products","2004","Journal of International Food and Agribusiness Marketing","15","1-2","","53","76","22","10.1300/J047v15n01_04","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2442624862&doi=10.1300%2FJ047v15n01_04&partnerID=40&md5=668c86972454b08372018f95617f96ec","","Article","Final","","Scopus","2-s2.0-2442624862"
"Ten Eyck, T.T.; Gaskell, G.; Jackson, J.","Ten Eyck, Toby A. (6603046147); Gaskell, George D. (7004541030); Jackson, Jonathan (7404117113)","6603046147; 7004541030; 7404117113","Seeds, food and trade wars: Public opinion and policy responses in the USA and Europe","2004","Journal of Commercial Biotechnology","10","3","","258","267","9","10.1057/palgrave.jcb.3040081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2542506339&doi=10.1057%2Fpalgrave.jcb.3040081&partnerID=40&md5=78cfbd582a894c9e7ef638f199d8424b","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-2542506339"
"Toke, D.","Toke, David (6603943414)","6603943414","A Comparative Study of the Politics of GM Food and Crops","2004","Political Studies","52","1","","179","186","7","10.1111/j.1467-9248.2004.00471.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2042477307&doi=10.1111%2Fj.1467-9248.2004.00471.x&partnerID=40&md5=873638472d4ba30f608f1a0ac28646ae","","Article","Final","","Scopus","2-s2.0-2042477307"
"Fritz, S.; Ward, S.; Byrne, P.; Harms, K.; Namuth, D.","Fritz, Susan M. (7102364784); Ward, Sarah M. (56102010700); Byrne, P. F. (7201919257); Harms, Kristyn (7103301926); Namuth, Deana M. (6507324245)","7102364784; 56102010700; 7201919257; 7103301926; 6507324245","Agricultural biotechnology training for extension educators","2004","Journal of Extension","42","1","","","","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3042664876&partnerID=40&md5=288c1573cf5e296b6a6ac0808d3bfe0a","","Article","Final","","Scopus","2-s2.0-3042664876"
"Gaskell, G.; Allum, N.; Wagner, W.; Kronberger, N.; Torgersen, H.; Hampel, J.; Bardes, J.","Gaskell, George D. (7004541030); Allum, Nick (6602218185); Wagner, Wolfgang (59401359500); Kronberger, Nicole (6507366904); Torgersen, Helge (6603345563); Hampel, Jürgen (6603895309); Bardes, Julie (6507110460)","7004541030; 6602218185; 59401359500; 6507366904; 6603345563; 6603895309; 6507110460","GM Foods and the Misperception of Risk Perception","2004","Risk Analysis","24","1","","185","194","336","10.1111/j.0272-4332.2004.00421.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1442305944&doi=10.1111%2Fj.0272-4332.2004.00421.x&partnerID=40&md5=9ab70618907a77bdedca74d6a89441ce","","Review","Final","","Scopus","2-s2.0-1442305944"
"Markoulatos, P.; Siafakas, N.; Papathoma, A.; Nerantzis, E.; Betzios, B.; Dourtoglou, V.; Moncany, M.","Markoulatos, Panagiotis (7004691294); Siafakas, Nikolaos (57213061689); Papathoma, A. (6506245394); Nerantzis, Elias T. (6505791539); Betzios, B. (6507222283); Dourtoglou, Vassilis G. (56088413100); Moncany, Maurice L.J. (6603031912)","7004691294; 57213061689; 6506245394; 6505791539; 6507222283; 56088413100; 6603031912","Qualitative and quantitative detection of protein and genetic traits in genetically modified food","2004","Food Reviews International","20","3","","275","296","8","10.1081/FRI-200029418","https://www.scopus.com/inward/record.uri?eid=2-s2.0-6344284235&doi=10.1081%2FFRI-200029418&partnerID=40&md5=32b3c6c114b11c37f2e6027c208f6a15","Taylor and Francis Inc.","Review","Final","","Scopus","2-s2.0-6344284235"
"Barreto-De-Castro, L.A.B.","Barreto-De-Castro, Luiz Antonio (6602337116)","6602337116","A strategy for obtaining social benefits from the gene revolution","2004","Brazilian Journal of Medical and Biological Research","37","10","","1429","1440","4","10.1590/s0100-879x2004001000001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-5644246300&doi=10.1590%2Fs0100-879x2004001000001&partnerID=40&md5=4261e990b456e948792698861c4567cb","Associacao Brasileira de Divulgacao Cientifica","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-5644246300"
"Lusk, J.L.; House, L.A.; Valli, C.; Jaeger, S.R.; Moore, M.; Morrow, J.L.; Traill, W.B.","Lusk, Jayson L. (7004997535); House, Lisa A. (7004693986); Valli, Carlotta (7003263990); Jaeger, Sara R. (7005928897); Moore, Melissa L. (9434128000); Morrow, J. L. (57213758156); Traill, W. Bruce (54883852700)","7004997535; 7004693986; 7003263990; 7005928897; 9434128000; 57213758156; 54883852700","Effect of information about benefits of biotechnology on consumer acceptance of genetically modified food: Evidence from experimental auctions in the United States, England, and France","2004","European Review of Agricultural Economics","31","2","","179","204","300","10.1093/erae/31.2.179","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4043052925&doi=10.1093%2Ferae%2F31.2.179&partnerID=40&md5=2b266c9655bbfcca407a7b2c04fe8a93","Oxford University Press","Article","Final","","Scopus","2-s2.0-4043052925"
"Hossain, F.; Onyango, B.M.","Hossain, Ferdaus (7003510388); Onyango, Benjamin Moranga (57194905602)","7003510388; 57194905602","Product attributes and consumer acceptance of nutritionally enhanced genetically modified foods","2004","International Journal of Consumer Studies","28","3","","255","267","118","10.1111/j.1470-6431.2004.00352.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750296756&doi=10.1111%2Fj.1470-6431.2004.00352.x&partnerID=40&md5=a2a1052b8f35d76582a78b86cd92d0ea","","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-33750296756"
"Heise, U.K.","Heise, Ursula K. (26034144900)","26034144900","Science, technology, and postmodernism","2004","","","","","136","167","27","10.1017/CCOL0521640520.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746324621&doi=10.1017%2FCCOL0521640520.008&partnerID=40&md5=a0046ac314350272b54ff0916574ab84","Cambridge University Press","Book chapter","Final","","Scopus","2-s2.0-33746324621"
"Thorpe, A.; Robinson, C.","Thorpe, Andy (7102836335); Robinson, Catherine (55192295700)","7102836335; 55192295700","The biotechnological food revolution: Exploring the governance issues","2004","International Journal of Agricultural Resources, Governance and Ecology","3","1-2","","11","32","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2942537916&partnerID=40&md5=f1229607f1244fd6101d9f75aeba1635","Inderscience Publishers","Review","Final","","Scopus","2-s2.0-2942537916"
"Rommens, C.M.; Humara, J.M.; Ye, J.; Yan, H.; Richael, C.; Zhang, L.; Perry, R.; Swords, K.","Rommens, Caius M.T. (7004126350); Humara, Jaime M. (6602491664); Ye, Jingsong (12772987500); Yan, Hua (56325323600); Richael, Craig M. (6506335287); Zhang, Lynda (15040945100); Perry, Rachel (7402423495); Swords, Kathy M.M. (12773776500)","7004126350; 6602491664; 12772987500; 56325323600; 6506335287; 15040945100; 7402423495; 12773776500","Crop improvement through modification of the plant's own genome","2004","Plant Physiology","135","1","","421","431","135","10.1104/pp.104.040949","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2442679352&doi=10.1104%2Fpp.104.040949&partnerID=40&md5=f680233a468adc0a550bab0dab355084","American Society of Plant Biologists","Article","Final","All Open Access; Bronze Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-2442679352"
"Crespi, J.M.; Marette, S.","Crespi, John M. (6701655833); Marette, Stephan (6505914903)","6701655833; 6505914903","""Does Contain"" vs. ""Does Not Contain"": Does it matter which GMO label is used?","2003","European Journal of Law and Economics","16","3","","327","344","60","10.1023/A:1025362808108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3242662164&doi=10.1023%2FA%3A1025362808108&partnerID=40&md5=913c046d4226cd60a67b1c4411e08dad","","Article","Final","","Scopus","2-s2.0-3242662164"
"Alfranca, O.; Huffman, W.E.","Alfranca, Óscar (6602649353); Huffman, Wallace E. (7004471375)","6602649353; 7004471375","Aggregate private R and D investments in agriculture: The role of incentives, public policies, and institutions","2003","Economic Development and Cultural Change","52","1","","1","21","22","10.1086/380585","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1942443890&doi=10.1086%2F380585&partnerID=40&md5=b0c036caa1158a56944865c639a973c4","","Article","Final","","Scopus","2-s2.0-1942443890"
"Thompson, D.G.; Pitt, D.G.","Thompson, D. G. (7404935125); Pitt, Douglas G. (7102447155)","7404935125; 7102447155","A review of Canadian forest vegetation management research and practice","2003","Annals of Forest Science","60","7","","559","572","94","10.1051/forest:2003060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1542789985&doi=10.1051%2Fforest%3A2003060&partnerID=40&md5=03ecc085c4efac54e642e1aee9f89b9a","","Conference paper","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-1542789985"
"Metcalfe, D.D.","Metcalfe, Dean Darrel (35414586100)","35414586100","Introduction: What are the issues in addressing the allergenic potential of genetically modified foods?","2003","Environmental Health Perspectives","111","8","","1110","1113","36","10.1289/ehp.5810","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038691949&doi=10.1289%2Fehp.5810&partnerID=40&md5=d783d329971ebcdb749f6430f9234829","Public Health Services, US Dept of Health and Human Services","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-0038691949"
"Verdurme, A.; Viaene, J.","Verdurme, Annelies (6506172172); Viaene, Jacques (7003871227)","6506172172; 7003871227","Exploring and modelling consumer attitudes towards genetically modified food","2003","Qualitative Market Research","6","2","","95","110","31","10.1108/13522750310470109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-8644285474&doi=10.1108%2F13522750310470109&partnerID=40&md5=76568c9ed98416d6247256129bf44113","","Article","Final","","Scopus","2-s2.0-8644285474"
"Joffe, H.","Joffe, Hélène (7007057357)","7007057357","Risk: From perception to social representation","2003","British Journal of Social Psychology","42","1","","55","73","402","10.1348/014466603763276126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041660653&doi=10.1348%2F014466603763276126&partnerID=40&md5=2aae684dd4db14c51123a22533b15b03","","Review","Final","","Scopus","2-s2.0-0041660653"
"Nielsen, K.M.","Nielsen, Kaare Magne (7401572752)","7401572752","Transgenic organisms - Time for conceptual diversification?","2003","Nature Biotechnology","21","3","","227","228","92","10.1038/nbt0303-227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037337032&doi=10.1038%2Fnbt0303-227&partnerID=40&md5=fce03f8791ab90efec4c211ec27e24c4","","Note","Final","","Scopus","2-s2.0-0037337032"
"Bray, F.","Bray, Francesca (22956789100)","22956789100","Genetically Modified Foods: Shared Risk and Global Action","2003","","","","","185","208","11","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35948962778&partnerID=40&md5=e9efac765b91d18e2d5e48f38bdf90f9","Bloomsbury Publishing Plc.","Book chapter","Final","","Scopus","2-s2.0-35948962778"
